accession	study	object_status	bioproject_accession	biosample_accession	sample_name	library_ID	title	library_strategy	library_source	library_selection	library_layout	platform	instrument_model	design_description	filetype	filename	filename2	filename3	filename4	assembly	fasta_file
SRR35751517	SRP630746	new	PRJNA1338475	SAMN52440949	18PE56	Run 2_8_18PE56	"= ""ddRAD data of Chrysoblephus puniceus: "" & A91"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE56.1.fq.gz	18PE56.2.fq.gz				
SRR35751515	SRP630746	new	PRJNA1338475	SAMN52440950	18PE14	Run 2_8_18PE14	"= ""ddRAD data of Chrysoblephus puniceus: "" & A92"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE14.1.fq.gz	18PE14.2.fq.gz				
SRR35751514	SRP630746	new	PRJNA1338475	SAMN52440951	18PE90	Run 2_8_18PE90	"= ""ddRAD data of Chrysoblephus puniceus: "" & A93"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE90.1.fq.gz	18PE90.2.fq.gz				
SRR35751513	SRP630746	new	PRJNA1338475	SAMN52440952	18PE65	Run 2_8_18PE65	"= ""ddRAD data of Chrysoblephus puniceus: "" & A94"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE65.1.fq.gz	18PE65.2.fq.gz				
SRR35751512	SRP630746	new	PRJNA1338475	SAMN52440953	18PE7	Run 2_8_18PE7	"= ""ddRAD data of Chrysoblephus puniceus: "" & A95"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE7.1.fq.gz	18PE7.2.fq.gz				
SRR35751511	SRP630746	new	PRJNA1338475	SAMN52440954	18PE8	Run 2_8_18PE8	"= ""ddRAD data of Chrysoblephus puniceus: "" & A96"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE8.1.fq.gz	18PE8.2.fq.gz				
SRR35751510	SRP630746	new	PRJNA1338475	SAMN52440955	18PE99	Run 2_8_18PE99	"= ""ddRAD data of Chrysoblephus puniceus: "" & A97"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE99.1.fq.gz	18PE99.2.fq.gz				
SRR35751509	SRP630746	new	PRJNA1338475	SAMN52440956	18PE94	Run 1_9_18PE94	"= ""ddRAD data of Chrysoblephus puniceus: "" & A98"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE94.1.fq.gz	18PE94.2.fq.gz				
SRR35751508	SRP630746	new	PRJNA1338475	SAMN52440957	18PE27	Run 1_9_18PE27	"= ""ddRAD data of Chrysoblephus puniceus: "" & A99"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE27.1.fq.gz	18PE27.2.fq.gz				
SRR35751507	SRP630746	new	PRJNA1338475	SAMN52440958	18PE5	Run 1_9_18PE5	"= ""ddRAD data of Chrysoblephus puniceus: "" & A100"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE5.1.fq.gz	18PE5.2.fq.gz				
SRR35751506	SRP630746	new	PRJNA1338475	SAMN52440959	18PE100	Run 1_9_18PE100	"= ""ddRAD data of Chrysoblephus puniceus: "" & A101"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE100.1.fq.gz	18PE100.2.fq.gz				
SRR35751646	SRP630746	new	PRJNA1338475	SAMN52440960	18PE36	Run 1_9_18PE36	"= ""ddRAD data of Chrysoblephus puniceus: "" & A102"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE36.1.fq.gz	18PE36.2.fq.gz				
SRR35751645	SRP630746	new	PRJNA1338475	SAMN52440961	18PE26	Run 1_9_18PE26	"= ""ddRAD data of Chrysoblephus puniceus: "" & A103"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE26.1.fq.gz	18PE26.2.fq.gz				
SRR35751644	SRP630746	new	PRJNA1338475	SAMN52440962	18PE45	Run 1_9_18PE45	"= ""ddRAD data of Chrysoblephus puniceus: "" & A104"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE45.1.fq.gz	18PE45.2.fq.gz				
SRR35751643	SRP630746	new	PRJNA1338475	SAMN52440963	18PE83	Run 1_9_18PE83	"= ""ddRAD data of Chrysoblephus puniceus: "" & A105"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE83.1.fq.gz	18PE83.2.fq.gz				
SRR35751642	SRP630746	new	PRJNA1338475	SAMN52440964	18PE64	Run 1_9_18PE64	"= ""ddRAD data of Chrysoblephus puniceus: "" & A106"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE64.1.fq.gz	18PE64.2.fq.gz				
SRR35751641	SRP630746	new	PRJNA1338475	SAMN52440965	18PE98	Run 1_9_18PE98	"= ""ddRAD data of Chrysoblephus puniceus: "" & A107"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE98.1.fq.gz	18PE98.2.fq.gz				
SRR35751640	SRP630746	new	PRJNA1338475	SAMN52440966	18PE70	Run 1_9_18PE70	"= ""ddRAD data of Chrysoblephus puniceus: "" & A108"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE70.1.fq.gz	18PE70.2.fq.gz				
SRR35751639	SRP630746	new	PRJNA1338475	SAMN52440967	18PE33	Run 1_9_18PE33	"= ""ddRAD data of Chrysoblephus puniceus: "" & A109"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	18PE33.1.fq.gz	18PE33.2.fq.gz				
SRR35751638	SRP630746	new	PRJNA1338475	SAMN52440968	12SB7	Run 2_10_12SB7	"= ""ddRAD data of Chrysoblephus puniceus: "" & A110"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB7.1.fq.gz	12SB7.2.fq.gz				
SRR35751637	SRP630746	new	PRJNA1338475	SAMN52440969	12SB19	Run 2_10_12SB19	"= ""ddRAD data of Chrysoblephus puniceus: "" & A111"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB19.1.fq.gz	12SB19.2.fq.gz				
SRR35751635	SRP630746	new	PRJNA1338475	SAMN52440970	12SB28	Run 2_10_12SB28	"= ""ddRAD data of Chrysoblephus puniceus: "" & A112"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB28.1.fq.gz	12SB28.2.fq.gz				
SRR35751634	SRP630746	new	PRJNA1338475	SAMN52440971	12SB35	Run 2_10_12SB35	"= ""ddRAD data of Chrysoblephus puniceus: "" & A113"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB35.1.fq.gz	12SB35.2.fq.gz				
SRR35751633	SRP630746	new	PRJNA1338475	SAMN52440972	12SB38	Run 2_10_12SB38	"= ""ddRAD data of Chrysoblephus puniceus: "" & A114"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB38.1.fq.gz	12SB38.2.fq.gz				
SRR35751632	SRP630746	new	PRJNA1338475	SAMN52440973	12SB39	Run 2_10_12SB39	"= ""ddRAD data of Chrysoblephus puniceus: "" & A115"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB39.1.fq.gz	12SB39.2.fq.gz				
SRR35751631	SRP630746	new	PRJNA1338475	SAMN52440974	12SB49	Run 2_10_12SB49	"= ""ddRAD data of Chrysoblephus puniceus: "" & A116"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB49.1.fq.gz	12SB49.2.fq.gz				
SRR35751630	SRP630746	new	PRJNA1338475	SAMN52440975	12SB72	Run 2_10_12SB72	"= ""ddRAD data of Chrysoblephus puniceus: "" & A117"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB72.1.fq.gz	12SB72.2.fq.gz				
SRR35751629	SRP630746	new	PRJNA1338475	SAMN52440976	12SB73	Run 2_10_12SB73	"= ""ddRAD data of Chrysoblephus puniceus: "" & A118"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB73.1.fq.gz	12SB73.2.fq.gz				
SRR35751628	SRP630746	new	PRJNA1338475	SAMN52440977	12SB74	Run 2_10_12SB74	"= ""ddRAD data of Chrysoblephus puniceus: "" & A119"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB74.1.fq.gz	12SB74.2.fq.gz				
SRR35751627	SRP630746	new	PRJNA1338475	SAMN52440978	12SB76	Run 2_10_12SB76	"= ""ddRAD data of Chrysoblephus puniceus: "" & A120"	RAD-Seq	GENOMIC	Restriction Digest	paired	ILLUMINA	Illumina MiSeq	ddRAD data were generated using the quaddRAD approach. Genomic DNA was digested double-digested using restriction enzymes PstI and MspI. Each sample was dual-indexed through ligation with adapters containgin a 6 bp barcode and 4 degenerate bases. After cleaning, samples were combined in pools of 12 samples each and each pool was indexed by PCR with the addition of Illumina adapters. Products were cleaned and size selected and combined equimolarly into two libraries, which were size-selected and then sequenced in two MiSeq runs using v3 150 cycle kits. PCR duplicates were removed using the Stacks 2.68 module clone_filter. Reads were then demulitplexed to sample, using the combination of the two 6 bp barcodes, with Stacks 2.68 process_radtags. The enzyme cutsites were removed and additional filtering was performed using the -c, -r and -q arguments.	fastq	12SB76.1.fq.gz	12SB76.2.fq.gz				
